review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R27JQ4R54OJN90,5,0,0,N,N
R3KN8ABU6873Q9,5,0,0,N,Y
RXNZ7LXM2KJXC,4,0,0,N,Y
R3K7JB729L8BAB,5,3,3,N,Y
R1R7UDYXCHG0KB,5,0,0,N,Y
R6KXON9A6GL1K,1,0,0,N,Y
R6E81D9TZIEYM,1,0,0,N,Y
R14OJW4NTG6TA7,5,0,0,N,Y
R10RV62DSR7JFO,5,0,0,N,Y
R142QEAJRJWLT9,5,0,0,N,Y
R1U6O8HK74P2Z8,2,0,0,N,Y
R1WIDHM9XOSVQA,4,0,0,N,Y
R3M1YQCH4RE4PW,5,0,0,N,Y
RS1ADABWV5L4T,2,0,0,N,Y
R1TN238VR19Y7Z,2,0,0,N,Y
R3LFEEZERJ610H,5,0,0,N,Y
R1HTHKYXLLPH6U,4,0,0,N,Y
R38BNSZ8979IAM,4,0,0,N,Y
R2TZURJBSFD0B3,5,0,0,N,Y
R1WNQJMFAOF9UK,1,0,0,N,Y
R3I7JG7CSBOX9T,5,1,1,N,Y
R3BIICDK2UCCA2,5,0,0,N,Y
R1AYS55V3YLDBZ,1,0,0,N,Y
R7RWIQLBVYIZI,4,0,0,N,Y
R9B61ZDDHUB51,4,0,0,N,Y
R3MV4UH14W0HZU,5,0,0,N,Y
R38K8YCV1AH4P9,1,0,0,N,Y
R3JLXW8PYPV7OZ,5,0,0,N,N
RVJFSPSG7AHD4,5,0,0,N,Y
R2W8OPUL0VJTAU,5,0,0,N,Y
R1MZIB5KWOC51H,4,2,2,N,N
R3NNSJ16JKE49Q,5,0,0,N,Y
R1F4SQNRAJZ41E,4,0,0,N,Y
RZBYKD9J6D6T7,3,0,0,N,Y
R1MA62REV00ZUZ,5,0,0,N,Y
R1H5J97Y1GUS05,5,0,0,N,Y
REM2PBVZ0H8EP,5,0,0,N,Y
R380EMA90KZ7NN,5,0,0,N,Y
R3A49NRYJGVYHO,5,0,0,N,Y
R2NGB3IL1H6C4X,5,1,1,N,Y
R2IMZS6CSSSA5M,4,0,0,N,Y
R180XQA35HC2U3,3,0,0,N,Y
R1GCFFK7BMWIZ7,5,1,1,N,Y
R3I0ROD9NN33KP,1,0,0,N,Y
R858CBKM6VGRE,5,0,0,N,Y
RLTXUE01JGYXU,3,0,0,N,Y
R3EPUKJ368KQC1,4,0,0,N,Y
R2UNSTCGP263I3,5,0,0,N,Y
RHV2H1O2QZRGD,1,0,0,N,Y
R1SEX9MMNPY6Z1,4,0,0,N,Y
R32HOXFOBELGXP,1,0,0,N,N
R31CB7GYLF2H4Q,5,0,0,N,Y
RC3OJPUW5KB0F,2,1,2,N,Y
R12EVWP08378IQ,5,0,0,N,N
R21965NVVDE2FI,3,0,0,N,Y
R1B2DZE3RE3XRE,5,0,0,N,Y
R2WNGKXBVHMZ0M,5,0,0,N,Y
R24IPSJ9RK8N4R,5,0,0,N,Y
REWWPPSO0UHZA,5,0,1,N,Y
RVW0FNJP2ZFZX,5,0,0,N,Y
R15H19L7QNOOQ2,5,1,2,N,Y
R33ZZJBY0S9JPT,1,0,0,N,Y
R2Z7YIUUH9A733,2,0,0,N,N
R268FBZRRWNSSJ,4,0,0,N,Y
R3ATJAPK7E9BQU,1,0,0,N,Y
R48W90FFROJOC,5,0,0,N,Y
RN2SK6BNFYVIK,1,0,0,N,Y
RYEJ7ZA75HA8I,1,1,1,N,Y
R2213E2ECLXB2D,1,1,2,N,Y
R2LC51HPTT573I,5,1,1,N,Y
R3R940ZP15Q0YW,5,0,0,N,Y
R2DICWPQ3P6KP5,5,0,0,N,Y
R2RRVDT8HLX7GN,5,1,1,N,Y
RLBTBOY55ORRN,5,0,0,N,Y
R3IQ31SN7Q61Y2,5,0,0,N,Y
R1V6CQWNJY74VT,4,0,0,N,Y
R2YUU7ISBSCSYE,1,0,0,N,Y
R1FZ4L4S4C5VLA,1,0,0,N,Y
R2F64FU2UIPCLT,5,0,0,N,Y
R1XI8QYAAYNZ1F,1,0,1,N,Y
R1ASN9Y815ZVB9,1,0,0,N,Y
R24157WPHRQ60S,2,0,0,N,Y
RIS34O3WP0P5F,4,0,1,N,Y
R2AQ4ASJON4QLE,4,0,0,N,Y
R2DQHFBM6KH4BV,1,4,4,N,Y
R243BEX1DBNB5O,1,0,0,N,Y
R4E9DR5AB1W9F,1,2,2,N,N
R2U30YTM7ROGHL,5,2,2,N,Y
R1AN08JQ1CAK08,1,10,10,N,Y
R7S6PXQWQH8R,5,0,0,N,Y
RR9CPRR9U508B,5,0,0,N,Y
R30STW98GPVVPB,5,0,0,N,Y
R3NZRQJYPQMF2C,4,0,0,N,Y
R22J272BTXS34L,5,0,0,N,Y
R15YEMLTKUYTEA,3,0,0,N,Y
RHX85V64JJUB6,4,0,0,N,Y
R6E9CQZ6K80TR,3,0,0,N,Y
R2H4HNOGJZLEUO,5,0,0,N,Y
RKHHWSVOJF8YT,1,1,1,N,Y
R2N5SD2B33TS4D,5,0,0,N,Y
R3AR29X4SDKOMM,1,0,0,N,Y
RYHAD8SQLO4FG,5,0,0,N,Y
RP3EI4OW2W3SD,1,0,0,N,Y
RW0VP44H2U27V,5,0,0,N,Y
R894LM1PKWXYZ,5,0,0,N,Y
R2WDF2RG68UZF,1,0,0,N,Y
R2BWBWCQCYQ7WM,2,0,0,N,Y
R18AFLN1ETWY3N,5,0,0,N,Y
R29TNGYOH45TE7,5,1,2,N,Y
R3KRRGMO88RG5I,5,0,0,N,Y
R1V2BGYTS5O5X,5,1,1,N,Y
RG4NPWS2SSM2M,2,3,3,N,Y
R366W3YZJZ2K10,5,0,0,N,Y
R392JSGKC225SK,5,0,0,N,N
R3OI6M5GZX0WNC,1,0,0,N,Y
RFW4REGL240QM,5,0,0,N,Y
R2XGJMR341DAFQ,1,0,0,N,Y
R2WUT0PZKBMS99,4,0,1,N,Y
R1UFTA57Z0O3QO,1,0,0,N,Y
R10RXPH73736CI,3,0,0,N,Y
R1YZW3ZTMBL598,5,0,0,N,Y
RL4BRNHQ55YJK,5,0,0,N,Y
R3SGYLKA5L8IC1,5,0,0,N,Y
R14UTD6NQRE5M1,5,0,0,N,Y
RWIZ71AGH6MET,4,0,0,N,Y
RN0BVBO0ZF1E,5,0,0,N,Y
R2CV95AWI7X6Z9,2,0,0,N,Y
R2DOEKXZPTPS6S,5,0,0,N,Y
R2FZC3MFK8ET6O,5,0,0,N,Y
R2OT1QI5PSHJL7,5,0,0,N,Y
R3DD7D1EVEWCWX,5,0,0,N,Y
R2P9I5GVCT0428,5,0,0,N,Y
R32OBR7FRT3U88,5,0,0,N,Y
R1BB730MF0XG8U,5,0,0,N,Y
R39058DNHJ6LKN,5,0,3,N,Y
R17DKYDBB799I9,1,0,1,N,Y
R2UA6R0QHZR8BZ,5,0,0,N,Y
R37WYESK70H41V,4,0,0,N,Y
R2IKXE9XDORKM8,5,0,0,N,Y
R1MVXTEMY0T58,2,0,0,N,Y
R2HQOXEZH9DOGQ,1,1,1,N,Y
R1T0SXAIZQTLM6,1,0,0,N,Y
RVAFLKRT3MTAG,5,0,0,N,Y
RAAHI1D3OTI0L,5,1,1,N,N
R34D2MB9AVVSNJ,5,0,0,N,Y
R32D66Z9CBKI1J,4,0,0,N,Y
R2DFTWFHHD28EM,5,0,0,N,Y
R3NZE8TUYR6DCB,3,0,0,N,Y
R38KV32LZDWLUO,2,0,0,N,Y
R17Z4ASK4JF861,5,1,1,N,Y
R29WJRBMZ99NEE,1,0,0,N,Y
R1ZUVN8480RCV7,5,0,0,N,Y
R333WR61RF8JRH,5,1,1,N,Y
RDGQFMFNWDIXQ,5,0,0,N,Y
RPXIR6HNY2QWG,5,0,0,N,N
RI3QCS3OSEPO,1,0,3,N,Y
R5JKD4TGGOXZN,5,0,0,N,Y
RQJSE0GJS61GZ,5,0,0,N,Y
R3CWLTWOXKTFSC,1,0,0,N,Y
RZCUTTIB51RQ4,2,0,0,N,N
RJOBD8HPJEC26,5,0,0,N,Y
R2W4BWOMNCV09A,5,0,0,N,Y
R659R8J76F5KJ,1,0,1,N,Y
R3LJ4L3RR1R1EZ,5,2,3,N,N
R2G9GEVVAO4GH9,4,0,0,N,Y
R1YU0WHKJ5XADJ,5,0,0,N,Y
RBU4QXNNVKZYG,4,0,0,N,Y
R29NP66IQQ8X7T,3,0,0,N,Y
R20XC2F3WNQK7W,5,0,0,N,Y
R1HXV24IY5G723,1,0,0,N,Y
R2A5TQKM7YPVQO,5,0,0,N,Y
R3KRNFGQQL51E0,5,0,0,N,Y
RJZY93OB9PGXT,5,0,0,N,Y
R2LP9GYZE2O87C,5,0,0,N,N
R3ELSRXDF1FBGJ,4,0,0,N,Y
R3O398QG3EHA6D,4,2,2,N,N
R27AEUSXPV9CFV,4,0,0,N,Y
RYEMGBW21LP2A,4,0,0,N,Y
R1VMEGAPVEQ6BY,5,0,0,N,Y
R21XN8E09LN58O,2,0,1,N,Y
R3260QBNZP0FU0,1,2,3,N,Y
RTE66TXCLO3ZR,5,0,0,N,Y
R23JUTWRT07MXV,4,0,0,N,Y
R1PC2YXIEAKN6V,5,0,0,N,Y
R2N34V0OIZD37G,5,0,0,N,Y
R32IMLWG9IN0IK,5,0,0,N,Y
R17JU19QKH8H0V,2,0,0,N,Y
R268Y5KZIIP3XI,5,0,0,N,Y
R15XILR0F214RJ,1,1,2,N,Y
R1CDG4GNTOKNSM,5,0,0,N,Y
R2KT6SI8KFQ7JK,1,0,0,N,Y
RZ8LA5ICRVSKA,3,0,0,N,Y
R1YPATOFTG0SHT,5,0,1,N,N
R1QMQRP0GNB10G,4,0,0,N,Y
RJ9X5NWHOD03Z,5,0,0,N,Y
R1IB762WPFJGIE,5,0,0,N,Y
R3NB5Y0ONW9GDI,5,0,0,N,Y
R32PLWGEJ5407K,4,0,0,N,Y
R2ZQVBN7CYF8M9,1,0,0,N,Y
R2D9KW5R7H46Y7,5,0,0,N,Y
R1ZUF3P9CDOAU7,5,0,0,N,N
REQ7IJPYVR6K1,2,1,1,N,Y
R8GF2XXZAMFGD,5,0,0,N,Y
RHLTFSBG4H205,5,0,0,N,Y
R17Q7SNYLA6N34,1,0,0,N,Y
R3HMY5TG1XX2O6,5,0,0,N,Y
R1CLJ2FWPCOFYU,4,2,2,N,N
R1GUQ53GUTV6VY,5,0,0,N,Y
R1GH9QEYM93XN4,2,4,4,N,Y
R1Z19YHX818ISA,1,1,2,N,Y
R2S7SQTUGVFWP5,5,1,1,N,Y
R15XFIA5MP2PQO,5,0,0,N,Y
RTHF32W0ZNKW6,1,0,0,N,Y
RVBARN4E5ZV1K,5,0,0,N,Y
RJ0GP7XXAGE67,5,0,0,N,Y
RL97G61CZMD6A,5,4,5,N,N
R3HTXIER9XSC1N,4,0,0,N,Y
R3SENRR37XGAFY,4,0,0,N,Y
R1808XEDK6EFIO,4,0,0,N,Y
R37PZXNFBK4GJD,5,0,0,N,Y
R2E2W0J5KNW91O,1,0,0,N,Y
R4A7JBL7PJV73,5,0,0,N,Y
R2Y7CMV8P1J93K,5,0,0,N,N
R1BG4SOCSY12BE,5,0,0,N,Y
R1XPK53S9JBBKE,1,0,0,N,N
R36PVMN6MMW176,4,0,0,N,Y
R21CB07W25Q0BV,5,0,0,N,Y
R312SHBT73YD0C,5,0,0,N,Y
R1D5M8SFEGP384,1,0,0,N,Y
R19SPYG2Z2QWBJ,1,0,0,N,Y
RD14J7PQLV2T,5,0,0,N,Y
R2T7ADIDWOA7HC,5,0,0,N,Y
R2O4IWD6XRNG6F,5,0,0,N,Y
R3MNHTIW4XUB0P,5,1,1,N,Y
R2FP4QLW1VQ31P,5,0,1,N,N
R1ZK6AFZXSM64N,5,0,0,N,Y
R19CHRZDAMXN0G,5,0,0,N,Y
R3KIXMYAG1UEFL,5,0,0,N,Y
R399LVETL8JHFU,3,0,0,N,Y
R1KFZ32KQ7GQKG,5,0,0,N,Y
R4NG6RKX9A1T,5,0,0,N,Y
R2M2DJYNGDYKQV,1,0,0,N,Y
R33F9A9QDC7CIE,3,0,1,N,Y
R3IE4F9THIAPUK,4,0,0,N,Y
R1D260G1Y3J0IU,1,0,0,N,Y
RF0L39YEHRJ0E,5,0,0,N,Y
RGH01F1K99CJN,5,0,0,N,Y
R2VP8EZ4X23TTC,1,0,0,N,Y
R11WRNIKZP55Y6,5,0,0,N,Y
R3U9F7RP63194A,4,1,1,N,Y
REJIFBSUHNWT0,5,0,0,N,Y
RP3Z1F65BAVLF,5,0,0,N,Y
R1OTUO4DEOQJRJ,3,0,0,N,Y
R1YYO0Q4WXD70Y,5,0,0,N,Y
R1ZCAGREEF60A5,5,0,0,N,Y
RQMKY3558KZLU,5,0,0,N,Y
R3RES94VZI3TXE,1,0,0,N,Y
R37X6ADKSK6JWU,5,0,0,N,Y
R2IKOVBFACH620,5,0,0,N,Y
RX4PXPOD4WXAL,5,2,2,N,Y
R10W1B0Q4C9CFZ,5,0,0,N,Y
RCJ3RGM6X6GKB,3,1,1,N,Y
R1QOR65GU76OII,5,0,0,N,Y
R2FUJ4HSURTF0M,5,0,0,N,Y
R6TJHWR6HFFPF,5,0,0,N,Y
R1HS3L3HCVSHUX,3,0,0,N,Y
R1RFNLAK47MB30,4,0,0,N,Y
RMYJ02ESY8AGO,5,1,1,N,N
R15XJDZF4JUJDW,1,0,0,N,Y
R22D9YJSXHSXBN,5,0,0,N,Y
R2Q679UAFJHLE7,5,0,0,N,Y
R4D52CJYE6P8Z,4,0,0,N,Y
R104W66ALR79JD,5,0,0,N,Y
RIM3YPSTU2DFE,5,0,0,N,N
R39HYZ0V0T9NKD,5,2,3,N,Y
R2Z0EJFUS5NGOL,1,0,0,N,Y
RRDSRUFPBQREA,1,1,1,N,Y
R2XP7IT7WBPZZ4,5,0,0,N,Y
R1ZGL7SXX3J6MK,5,3,4,N,Y
R2V1DGCUFXEHCM,5,1,1,N,Y
R1NSZ5OB18XF6V,5,0,0,N,Y
RDWEUX0NVVYKO,3,0,1,N,Y
R98AF7TF9PQI8,5,0,0,N,N
R1YVWKTMRQBQRJ,5,0,0,N,Y
R2EYLVISZ5O4OY,5,0,0,N,Y
RQE6BYSZ5B42R,5,0,0,N,Y
R2EK771CK6APYN,5,0,0,N,Y
RDJYAPSEBF26L,3,0,0,N,Y
R2GK9XYTR9SJ0N,3,0,0,N,N
RP8S41EQVP3WI,5,0,0,N,Y
R2JZPDF6934RH,5,0,0,N,Y
R1GAJ6WQTXE74J,3,0,0,N,Y
R2Y6IDOHHA37II,1,0,1,N,Y
R1EGFXWV3C6004,3,0,0,N,Y
R26I2K0RHB9FB0,2,0,0,N,Y
R1VQDLWQCYJ36Q,2,0,1,N,Y
R1E8RI6695S8CI,5,0,0,N,Y
R2N3PEI9GH3SKS,5,0,0,N,Y
R1AEV4TLS35NK9,4,0,0,N,Y
R1JE8777GE79W3,5,1,1,N,Y
RPN61S72WAEPL,5,1,1,N,Y
RWDDZKJ7BUB8N,5,0,0,N,Y
R23E5TI6BITRHB,2,0,0,N,Y
R15B60TU3JW6YU,4,0,0,N,Y
R2Z5T37Z5T87K6,1,0,1,N,Y
R2N6QYL3P2DRUN,1,0,1,N,Y
R3RNTW7MLISR87,1,2,2,N,Y
R38IP1AZM1JG4U,4,0,0,N,Y
R3MHUABRADI1RC,5,0,0,N,Y
R3FQ6B6VA22AUW,5,0,0,N,Y
R3AQAK1XNG3SP1,3,0,0,N,Y
R34WDQ6T6YLVIS,5,0,0,N,Y
R10R9AC667XZPQ,4,0,0,N,Y
R2QL7JDUOCHIA8,5,0,0,N,Y
R32SZDQJD4SQI5,4,0,0,N,Y
RV8UP5SYZSWF9,1,0,0,N,Y
R1ACCG8Y1QTJAK,5,0,0,N,Y
R1DK8IBSTBS39N,5,0,0,N,Y
R3K2JB944OFCKF,1,0,1,N,Y
R3GD2F9Q1KTZ4T,1,4,4,N,N
R1K1VS68JIOZAB,5,2,2,N,N
R2WNFT45Q73TOZ,3,0,0,N,Y
R2N9JIW5NQ2SMK,2,0,0,N,Y
RY9EVE8XHA3BG,5,0,0,N,Y
R3G0K0LM2JTR1Q,3,0,0,N,Y
R2F9GUQTF9Z17D,4,0,0,N,N
R1Q3IBLVH1166C,4,0,0,N,Y
R3NV1XQD8BM0K,2,1,1,N,Y
R3M12ESEPA2OLI,5,0,0,N,Y
RHGSF8A9UW5X1,5,0,0,N,Y
R2MJPCCI1AEZH2,5,0,0,N,Y
R5WWSJYD3L9SB,2,0,0,N,Y
R9BDPMUN72U7S,1,0,1,N,Y
R1L20COFI7KF2R,5,0,0,N,Y
R27OG5ROXOLSK9,5,0,0,N,Y
RY6T4NXDQ0N83,5,0,0,N,Y
R2GG2MF4ZFEKK8,5,0,0,N,Y
RY937YDGXBOWJ,5,0,0,N,Y
RZRTM82KHWMZ0,3,0,0,N,N
R1FBSOXOBEJAUT,5,0,0,N,Y
R13ICW5V7DQ8SC,1,0,0,N,Y
R28P5EYGKKV4FR,5,0,0,N,Y
R2EBT39D7IFGFC,1,1,4,N,N
RCDT1P5IZMH95,4,0,0,N,N
RODPOX535NVF3,5,0,0,N,Y
R1MUKZ8UCYC940,5,0,0,N,Y
R300JHBOJBOQEU,5,0,0,N,Y
R1Z65S58AEJJMJ,3,0,1,N,Y
R93KQTDSD7PSE,1,1,1,N,Y
R2IAWRZKTD8OU7,1,0,0,N,Y
R2ZG49MEFGGRXM,3,0,0,N,Y
RVO9FT3TPW8IU,2,0,0,N,Y
R2OIX9TCJRVRVU,4,0,0,N,Y
RJ3DWTO8NEGL8,1,0,0,N,Y
RH21JEOC2B2Z7,1,1,1,N,Y
R30YTAN4V7HBY5,5,0,0,N,Y
REUOWU302JR5K,5,0,0,N,Y
R2916YRZ9Y0UB4,5,0,0,N,Y
R2TVOCMI7ATHRM,5,0,0,N,Y
R1X64BJVC552KY,5,0,0,N,Y
R183YT04D6REFH,5,0,0,N,Y
R1I0PIDK1W0GJI,1,0,1,N,Y
R694H3WNHFHAS,5,1,1,N,N
R3DVXBJN9LZDEA,5,0,0,N,Y
R38J03EJ583622,5,0,0,N,Y
R235JIXH4QN68H,3,0,0,N,Y
R2Q5X01I9GM7IR,1,0,0,N,Y
R2CBU3CUCY1TZ4,4,0,0,N,Y
RB08GNIU4M7P1,5,0,0,N,Y
R21WPWIAACMAIW,1,0,0,N,Y
R2MGRTB862B9XI,5,0,0,N,Y
RWHR208Q7QQED,5,0,0,N,Y
R29I9QAE0K1CEY,2,1,1,N,Y
RHJURK5SVUJ7X,5,0,0,N,Y
R2WMTI77RCTQYQ,1,2,5,N,Y
R3I8U795FXW8QC,5,0,0,N,Y
R2D9IJO2RJXA23,2,3,3,N,Y
R3S03BM50IS7IG,5,0,0,N,Y
R1C2IZPG3H80ZO,4,0,0,N,Y
RK9BN8I7Q38ES,4,0,0,N,Y
R2XFYVOIS0Q67P,5,0,0,N,Y
R20Z1UMXFK7T5T,5,0,0,N,Y
R32CPYOAP9E15L,5,0,0,N,Y
R1NRWDAEI1XN4L,1,0,0,N,Y
R10PC69Z4NZXGW,3,0,0,N,Y
R4MGLKBNH46DU,1,0,0,N,Y
R1C9YAZ1V423KL,5,4,4,N,Y
RMH19WG0UR2J0,1,0,0,N,Y
R3DGTLJXKNN1FT,2,0,0,N,Y
R3REZ25SJUPVRQ,5,1,2,N,Y
R2ZF7DRXZPZ9O0,5,0,0,N,Y
RNJUDLY9BFQHY,5,0,0,N,Y
R19187L5NTZVI2,5,0,1,N,Y
RVNWHQ5CQMKQ8,5,0,0,N,Y
R1IL4ZLXW7FXI9,5,4,4,N,Y
R2LS4X4JJKHQMT,4,0,0,N,Y
R12MSUXYJT8Y1Z,5,0,0,N,Y
R1W8W4GGFXHP1O,5,0,0,N,Y
R2CPBB4DFPACT5,5,0,0,N,Y
R30WZJHQURNKR2,1,0,1,N,Y
R27MTD5T8KTABA,5,2,2,N,Y
R1UX6TFAKSAQ30,5,0,0,N,Y
R1ARO6PYLWO7MP,1,0,0,N,Y
R1TUXGCQ75XJPF,1,0,0,N,Y
R3TXBMBECX6I37,4,2,2,N,Y
R352F4J34OAEYK,5,0,0,N,Y
RSA8H4DWE4N7T,5,0,0,N,Y
RWFYO5UJNV15G,5,0,0,N,Y
R3FBJJJYHCM351,4,0,0,N,Y
R1BPEO0M9YTOPI,5,0,0,N,Y
R3A5TNS9VNK4G6,4,0,0,N,Y
R2XURX5SAFZW23,4,0,0,N,Y
R15NV8LDO6MHUN,4,0,0,N,Y
R2KCVUL2FTQZFK,5,0,0,N,Y
RFKTUO13TN00A,5,0,0,N,Y
R28TCMGEI2FYLR,2,0,1,N,Y
R2F9ZLXEO810MW,5,0,0,N,Y
R2OUUCWB4MEQYL,5,0,0,N,Y
R1DSHMCOVJP57J,4,0,0,N,Y
R1QP3WMHAN4AQY,3,1,1,N,Y
RUDVXNNQFC6LU,5,0,0,N,Y
R2Y98VGH6NEOM4,4,0,0,N,Y
R34JP3CY5KDWV0,4,0,0,N,Y
R24LE4TW9ZZ9V8,5,0,10,N,Y
R3CVHJQWLOFYEB,2,0,1,N,Y
R2GYK63IPREEWH,5,0,0,N,Y
R1YAG26OGKVH89,5,0,0,N,Y
R18RZT62MRQWLU,5,0,0,N,Y
R34BTT5RUOZSK2,2,1,1,N,Y
R3JQRXCMAEYWV9,1,0,0,N,N
R3HESWKJHY3Y5O,5,2,2,N,Y
R12HI5181XIMB3,5,0,0,N,Y
RL2QY8CBYTMD3,5,0,0,N,Y
R1BZSV3D2J1WMS,5,0,0,N,Y
R1QH3U9JOBEQGP,5,0,0,N,Y
R2X6CQR8SQ1NYP,5,0,1,N,N
R34V1OKBIMAEID,5,0,0,N,Y
R1GWJG2ABTIZ9W,3,0,0,N,Y
RE3PDL12EB9IO,3,0,0,N,Y
R1HFID773XC4Y9,1,0,0,N,Y
RTDFENC176BY2,4,0,0,N,Y
R1KEOMFL062887,5,0,2,N,Y
R1KQP036O56FN8,1,0,0,N,N
R3HWJBI8SM8YWE,1,0,0,N,Y
RW89EETF8YBXW,5,0,0,N,Y
RUT8DHH3VZLVH,5,0,0,N,Y
R26XA5J0L785OW,5,0,0,N,Y
R1DC3HH58XR1PB,5,0,0,N,Y
R1CXJW7UT2XTYB,1,0,0,N,Y
R8DO9HQ5VQPLB,5,0,0,N,Y
RS6K0GQOBSS33,5,0,0,N,Y
R16HLVBIIRAM30,5,0,0,N,Y
R1C3Y1T87RC8BR,4,2,2,N,Y
R2P23766R27EKI,4,1,2,N,Y
R1BSRNY1IW1UIJ,1,0,0,N,Y
RYENJULTCEYL2,1,0,0,N,Y
RNDH75JE9I8EY,5,0,0,N,Y
R6EKIO4JRXYMA,1,0,0,N,Y
ROXHLY7K9173Q,2,0,0,N,Y
R3DI1LAE4IUO5,5,0,0,N,Y
RZNQW7S6CUQCQ,3,0,0,N,Y
R3JNC5Q92T4C5G,1,0,0,N,Y
R304G0TT8K8S81,4,0,0,N,Y
R2YAU80OJNX71N,4,0,0,N,Y
R1A2SNO8ZDH95G,3,0,0,N,Y
R1IG8BALQBIXJQ,5,0,0,N,N
R1805Y4LGO9LHZ,1,0,0,N,Y
R1Y338VJLWAM0G,5,0,0,N,Y
R2GU94XN694AGD,5,0,0,N,Y
R2C4N8A9XNC6R,5,0,0,N,Y
R2MS79Q7W6EVK1,5,0,0,N,Y
R2AKIQ45GIDGWX,5,0,0,N,Y
RECIA65TXN4AI,5,0,0,N,Y
R2EHWVARMHUKJV,5,0,0,N,Y
R1Q4CVR6BY03PI,3,0,0,N,Y
R1GOAHUR4YRU79,3,0,0,N,Y
R92XQU19MKEI7,2,0,0,N,Y
R1DX9KN51TQBJU,5,4,5,N,Y
R238YD20UWHVOP,3,0,0,N,Y
R29BER6JQL4JHG,1,1,1,N,N
R3DTCIS4C1D14N,5,1,2,N,Y
R30HX80FR0SE4I,5,0,0,N,Y
R1BT46G6NP2EKG,1,0,0,N,Y
R2BE56LENRUB0O,1,0,1,N,Y
R255EW4AJCUY6W,1,0,0,N,Y
R3OMS6JVTCRGX1,5,0,0,N,Y
RJ2V5G1DC0RYV,4,0,0,N,Y
R157ZCK8F0GKTJ,5,1,1,N,N
R1ULNKMDTS03LR,4,0,0,N,Y
RQPWOC07OAV97,4,0,0,N,Y
RL4PWCQ9ZLYKB,5,0,0,N,Y
R1171D1M9N37TK,4,0,0,N,Y
R16GSFB0IYQSXF,5,0,1,N,Y
R1MQ0TQHNWIJM8,1,3,3,N,N
R1GRYZNQGOAE2Y,5,0,1,N,Y
RG1ALIZW6HNRY,1,0,1,N,Y
R3E9FPLLR5K35N,1,0,0,N,Y
R2FGXTCQNRZGTQ,4,0,1,N,Y
RSLSIT2XX7NKW,1,0,0,N,Y
R3BCMICRHKCWL8,3,0,1,N,Y
R176WFSOKRSKAT,4,0,0,N,Y
RNEFDR05VELZS,5,0,0,N,Y
R35C8HWTNU3RPW,4,0,0,N,Y
R3R7YXH60I22MU,3,0,0,N,Y
R2GKB3HLZWRVMQ,1,0,3,N,Y
R2VQIXG3LUWWSR,1,7,18,N,N
R10AZ8MD783OR9,4,0,1,N,Y
R32MXR47EKQSFS,5,2,2,N,Y
RIIAPIO3LTMQT,4,0,0,N,Y
RLZPIF19V0VO4,5,0,0,N,Y
RHFKR0R3TAXDL,1,0,0,N,Y
R2CIHP8F95REZE,4,0,0,N,Y
R2MA47Q022IVW,4,0,0,N,Y
R1OPBBMDBI2IAX,5,0,0,N,Y
ROONP0BNS2NED,5,1,1,N,Y
RJVEIVP5Y1CLT,5,2,2,N,Y
R13R2ZN5PS1ZI8,1,0,0,N,Y
R1FFPK5ARM3UY1,2,2,2,N,Y
RJ1Q5A16GGU65,1,0,0,N,Y
R1ZYI5DG20HD8V,5,0,0,N,Y
R1WQ83HPTFQXQX,3,0,0,N,Y
R3F9GCOE899N02,5,0,0,N,Y
R169R5TX6TG28H,5,0,0,N,Y
R36GYA0EDRG171,3,0,0,N,Y
R95TUU6255BCK,1,0,0,N,Y
R2T9M2XG27PZST,1,0,0,N,Y
R13O0OGC9A7DXD,5,1,1,N,Y
R1XVNPWI9QXY00,4,0,0,N,Y
R1MQX5E8UDEP93,5,1,2,N,N
R1T5DMNIHOLAER,1,0,0,N,Y
RQDSJ6SN3K7P8,5,1,2,N,Y
R26TOW2H89KSFE,5,0,0,N,Y
R3TPMNZT5UAJ7G,5,0,0,N,Y
RKQNTMFPCS45B,4,0,0,N,Y
R3PPZLJFJGDI88,1,0,1,N,Y
R20QD30JXXSWRW,5,0,0,N,Y
R6RT91VWSW5YB,5,0,0,N,Y
R2HPDPI0FLASE4,5,0,0,N,Y
R2FS2911BLOX3H,4,0,0,N,Y
R3VIIIB9DMMS64,1,0,0,N,Y
R3D7NXKQAOZT8G,5,0,0,N,Y
RMDXCM4JIO4PY,3,0,0,N,Y
REJ533F7T4TXV,4,1,1,N,Y
RB07PV8YNGJ4B,5,0,0,N,Y
R1A4294FDYB4O9,4,1,1,N,Y
RTWPZ0WT86OFB,1,0,0,N,Y
R3ND6X0U615KXA,5,0,1,N,Y
R3KO9VKWBSJHOF,2,0,0,N,Y
R10TS3N4VGW0HX,5,0,0,N,Y
R2S6EHO10DOS6F,5,0,0,N,Y
R30SEZ3EEUH5VN,5,0,0,N,Y
R36LBPV5RXR7R4,1,0,1,N,Y
R13MX6VTI5T293,5,0,0,N,Y
R1RQGDJZ10L6KW,1,0,0,N,Y
R25F9GV6C9KXB8,5,3,4,N,Y
R1852NBYSY6Z77,5,0,0,N,Y
R25LNEPE2LR65,3,0,0,N,Y
RIEEIQSAV0FXK,5,0,0,N,Y
R2SZS3VRLE16KU,3,0,0,N,Y
R2KBI5Z8P0POW4,5,0,0,N,Y
R23DMYQJOUK6WQ,5,0,0,N,Y
